traderId,userName,firstName,lastName,initialCash,finalCash,288_303_initial,288_303_final,288_303_bought,288_303_sold,240_251_initial,240_251_final,240_251_bought,240_251_sold,212_227_initial,212_227_final,212_227_bought,212_227_sold,192_201_initial,192_201_final,192_201_bought,192_201_sold,160_167_initial,160_167_final,160_167_bought,160_167_sold,140_147_initial,140_147_final,140_147_bought,140_147_sold,137_144_initial,137_144_final,137_144_bought,137_144_sold,121_129_initial,121_129_final,121_129_bought,121_129_sold,120_127_initial,120_127_final,120_127_bought,120_127_sold,106_113_initial,106_113_final,106_113_bought,106_113_sold,82_86_initial,82_86_final,82_86_bought,82_86_sold,80_84_initial,80_84_final,80_84_bought,80_84_sold
728,Surfer21,,,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,Surfer22,,,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,Surfer2,,,25.0,23.15,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,2,8,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
731,Surfer10,,,25.0,25.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,5,4,0,1,0,0,0,0,4,3,2,3,0,0,0,0,0,1,1,0,0,1,2,1
732,Surfer1,,,25.0,28.55,0,0,0,0,7,2,0,5,0,0,0,0,4,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0
733,Surfer20,,,25.0,31.2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,1,0,3
734,Surfer11,,,25.0,19.15,3,1,0,2,0,1,1,0,0,0,0,0,4,4,0,0,4,4,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,0
735,Surfer12,,,25.0,28.35,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,1,0,3,0,0,0,0,1,1,0,0
736,Surfer13,,,25.0,31.45,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,4,2,0,2,1,1,0,0
737,Surfer14,,,25.0,25.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,4,0,1,4,4,0,0,0,0,0,0,0,0,0,0
738,Surfer15,,,25.0,31.7,4,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
739,Surfer16,,,25.0,19.9,3,3,0,0,0,3,3,0,4,4,0,0,0,1,1,0,5,6,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
740,Surfer17,,,25.0,22.55,3,3,0,0,0,1,1,0,4,3,0,1,0,1,1,0,5,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
741,Surfer18,,,25.0,32.1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
742,Surfer19,,,25.0,21.3,4,5,1,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,4,4,0,0,4
743,Surfer7,,,25.0,25.2,1,1,0,0,4,4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,2,0,0,2
744,Surfer8,,,25.0,4.75,0,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,4,7,3,0,0,2,2,0,0,0,0,0,4,8,4,0,4,12,8,0
745,Surfer9,,,25.0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,5,0,1,1,0,4,6,2,0,0,2,2,0,0,0,0,0,0,0,0,0
746,Surfer3,,,25.0,22.6,2,1,0,1,0,1,1,0,0,0,0,0,4,5,2,1,0,0,0,0,5,5,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,Surfer4,,,25.0,22.1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,4,4,0,0,3,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,4,1,0,3,0,1,1,0,0,1,1,0
748,Surfer5,,,25.0,34.9,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,2,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,Surfer6,,,25.0,25.95,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,1,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0

Market [288_303] Trades
marketTrader_ID,marketTrader_firstName,marketTrader_lastName,marketTrader_role,marketOrder_ID,limitTrader_ID,limitTrader_firstName,limitTrader_lastName,limitTrader_role,limitOrder_ID,time,price,units
738,,,sell,7038,744,,,buy,7010,2016-09-16 07:15:13.0,0.5,1
746,,,sell,7047,744,,,buy,7010,2016-09-16 07:15:37.0,0.5,1
738,,,sell,7075,744,,,buy,7062,2016-09-16 07:16:42.0,0.5,1
734,,,sell,7080,744,,,buy,7062,2016-09-16 07:16:47.0,0.5,1
738,,,sell,7133,747,,,buy,7124,2016-09-16 07:18:36.0,0.5,1
742,,,buy,7153,738,,,sell,7133,2016-09-16 07:19:18.0,0.5,1
734,,,sell,7214,749,,,buy,7018,2016-09-16 07:22:07.0,0.05,1

Market [240_251] Trades
marketTrader_ID,marketTrader_firstName,marketTrader_lastName,marketTrader_role,marketOrder_ID,limitTrader_ID,limitTrader_firstName,limitTrader_lastName,limitTrader_role,limitOrder_ID,time,price,units
742,,,buy,7050,741,,,sell,7039,2016-09-16 07:15:48.0,0.5,4
739,,,buy,7068,732,,,sell,7067,2016-09-16 07:16:26.0,0.85,1
746,,,buy,7071,732,,,sell,7063,2016-09-16 07:16:38.0,0.95,1
748,,,sell,7079,740,,,buy,7070,2016-09-16 07:16:47.0,0.9,1
739,,,buy,7090,748,,,sell,7079,2016-09-16 07:17:06.0,0.8,1
739,,,buy,7100,748,,,sell,7079,2016-09-16 07:17:27.0,0.8,1
734,,,buy,7103,748,,,sell,7079,2016-09-16 07:17:30.0,0.8,1
747,,,buy,7147,732,,,sell,7128,2016-09-16 07:19:05.0,0.8,1
731,,,buy,7167,732,,,sell,7095,2016-09-16 07:19:54.0,0.9,1
742,,,buy,7185,732,,,sell,7176,2016-09-16 07:20:48.0,0.9,1

Market [212_227] Trades
marketTrader_ID,marketTrader_firstName,marketTrader_lastName,marketTrader_role,marketOrder_ID,limitTrader_ID,limitTrader_firstName,limitTrader_lastName,limitTrader_role,limitOrder_ID,time,price,units
738,,,sell,7122,744,,,buy,7115,2016-09-16 07:18:16.0,0.8,2
737,,,buy,7125,738,,,sell,7122,2016-09-16 07:18:26.0,0.5,1
747,,,buy,7134,740,,,sell,7091,2016-09-16 07:18:37.0,1.0,1

Market [192_201] Trades
marketTrader_ID,marketTrader_firstName,marketTrader_lastName,marketTrader_role,marketOrder_ID,limitTrader_ID,limitTrader_firstName,limitTrader_lastName,limitTrader_role,limitOrder_ID,time,price,units
742,,,buy,7022,746,,,sell,7016,2016-09-16 07:14:34.0,0.8,1
742,,,buy,7032,736,,,sell,7028,2016-09-16 07:14:53.0,0.75,1
742,,,buy,7046,736,,,sell,7005,2016-09-16 07:15:35.0,0.85,2
739,,,buy,7060,748,,,sell,7002,2016-09-16 07:16:09.0,0.9,1
731,,,buy,7072,748,,,sell,7002,2016-09-16 07:16:38.0,0.9,1
746,,,buy,7084,748,,,sell,7002,2016-09-16 07:17:00.0,0.9,1
746,,,buy,7088,748,,,sell,7002,2016-09-16 07:17:05.0,0.9,1
736,,,sell,7089,741,,,buy,7045,2016-09-16 07:17:06.0,0.8,1
740,,,buy,7096,731,,,sell,7076,2016-09-16 07:17:18.0,0.95,1
743,,,buy,7108,741,,,sell,7102,2016-09-16 07:17:39.0,0.85,1
732,,,sell,7120,741,,,buy,7045,2016-09-16 07:18:10.0,0.8,1
742,,,buy,7140,741,,,sell,7132,2016-09-16 07:18:53.0,0.6,1
735,,,buy,7168,732,,,sell,7156,2016-09-16 07:19:55.0,0.9,1

Market [160_167] Trades
marketTrader_ID,marketTrader_firstName,marketTrader_lastName,marketTrader_role,marketOrder_ID,limitTrader_ID,limitTrader_firstName,limitTrader_lastName,limitTrader_role,limitOrder_ID,time,price,units
740,,,sell,7157,739,,,buy,7127,2016-09-16 07:19:28.0,0.9,1

Market [140_147] Trades
marketTrader_ID,marketTrader_firstName,marketTrader_lastName,marketTrader_role,marketOrder_ID,limitTrader_ID,limitTrader_firstName,limitTrader_lastName,limitTrader_role,limitOrder_ID,time,price,units
739,,,buy,7007,748,,,sell,7006,2016-09-16 07:14:01.0,0.85,1
739,,,buy,7009,748,,,sell,7006,2016-09-16 07:14:06.0,0.85,1
744,,,buy,7041,739,,,sell,7024,2016-09-16 07:15:25.0,0.9,1
744,,,buy,7041,739,,,sell,7026,2016-09-16 07:15:25.0,0.9,1

Market [137_144] Trades
marketTrader_ID,marketTrader_firstName,marketTrader_lastName,marketTrader_role,marketOrder_ID,limitTrader_ID,limitTrader_firstName,limitTrader_lastName,limitTrader_role,limitOrder_ID,time,price,units
730,,,buy,7074,741,,,sell,7056,2016-09-16 07:16:38.0,0.75,2
744,,,buy,7094,730,,,sell,7078,2016-09-16 07:17:15.0,0.9,1
744,,,buy,7098,730,,,sell,7078,2016-09-16 07:17:20.0,0.9,1
746,,,buy,7099,731,,,sell,7092,2016-09-16 07:17:26.0,0.95,1
734,,,buy,7118,741,,,sell,7112,2016-09-16 07:18:09.0,0.5,1
734,,,buy,7118,738,,,sell,7114,2016-09-16 07:18:09.0,0.5,2
742,,,buy,7130,738,,,sell,7119,2016-09-16 07:18:34.0,0.5,2
734,,,buy,7158,745,,,sell,7146,2016-09-16 07:19:29.0,0.5,3
743,,,buy,7159,745,,,sell,7146,2016-09-16 07:19:30.0,0.5,1
738,,,buy,7170,742,,,sell,7165,2016-09-16 07:20:00.0,0.2,1
747,,,buy,7175,738,,,sell,7171,2016-09-16 07:20:18.0,0.2,1
743,,,buy,7179,742,,,sell,7163,2016-09-16 07:20:25.0,0.3,1
738,,,buy,7188,741,,,sell,7186,2016-09-16 07:20:57.0,0.45,1
