# initial holdings -- begin
account,email,owner,marketplace,session,cash,Share
roused-nipper,Surfer13@bmm,4888,295,6066,0,5
roused-nipper,Surfer14@bmm,4889,295,6066,3800,2
roused-nipper,Surfer15@bmm,4890,295,6066,0,5
roused-nipper,Surfer16@bmm,4891,295,6066,3800,2
roused-nipper,Surfer17@bmm,4892,295,6066,0,5
roused-nipper,Surfer18@bmm,4893,295,6066,3800,2
roused-nipper,Surfer19@bmm,4894,295,6066,0,5
roused-nipper,Surfer20@bmm,4895,295,6066,3800,2
roused-nipper,Surfer21@bmm,4896,295,6066,0,5
roused-nipper,Surfer22@bmm,4897,295,6066,3800,2
roused-nipper,Surfer23@bmm,4942,295,6066,0,5
roused-nipper,Surfer24@bmm,4943,295,6066,3800,2
roused-nipper,Surfer25@bmm,4953,295,6066,0,5
# final holdings -- end
# initial holdings -- begin
account,email,owner,marketplace,session,cash,Share
roused-nipper,Surfer1@bmm,4876,295,6074,0,5
roused-nipper,Surfer2@bmm,4877,295,6074,3800,2
roused-nipper,Surfer3@bmm,4878,295,6074,0,5
roused-nipper,Surfer4@bmm,4879,295,6074,3800,2
roused-nipper,Surfer5@bmm,4880,295,6074,0,5
roused-nipper,Surfer6@bmm,4881,295,6074,3800,2
roused-nipper,Surfer7@bmm,4882,295,6074,0,5
roused-nipper,Surfer8@bmm,4883,295,6074,3800,2
roused-nipper,Surfer9@bmm,4884,295,6074,0,5
roused-nipper,Surfer10@bmm,4885,295,6074,3800,2
roused-nipper,Surfer11@bmm,4886,295,6074,0,5
roused-nipper,Surfer12@bmm,4887,295,6074,3800,2
roused-nipper,Surfer13@bmm,4888,295,6074,0,5
roused-nipper,Surfer14@bmm,4889,295,6074,3800,2
roused-nipper,Surfer15@bmm,4890,295,6074,0,5
roused-nipper,Surfer16@bmm,4891,295,6074,3800,2
roused-nipper,Surfer17@bmm,4892,295,6074,0,5
roused-nipper,Surfer18@bmm,4893,295,6074,3800,2
roused-nipper,Surfer19@bmm,4894,295,6074,0,5
roused-nipper,Surfer20@bmm,4895,295,6074,3800,2
roused-nipper,Surfer21@bmm,4896,295,6074,0,5
roused-nipper,Surfer22@bmm,4897,295,6074,3800,2
roused-nipper,Surfer23@bmm,4942,295,6074,0,5
roused-nipper,Surfer24@bmm,4943,295,6074,3800,2
roused-nipper,Surfer25@bmm,4953,295,6074,0,5
# initial holdings -- end



# orders -- begin
account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
# orders -- end



# final holdings -- begin
account,email,owner,marketplace,session,cash,Share
roused-nipper,Surfer1@bmm,4876,295,6074,0,5
roused-nipper,Surfer2@bmm,4877,295,6074,3800,2
roused-nipper,Surfer3@bmm,4878,295,6074,0,5
roused-nipper,Surfer4@bmm,4879,295,6074,3800,2
roused-nipper,Surfer5@bmm,4880,295,6074,0,5
roused-nipper,Surfer6@bmm,4881,295,6074,3800,2
roused-nipper,Surfer7@bmm,4882,295,6074,0,5
roused-nipper,Surfer8@bmm,4883,295,6074,3800,2
roused-nipper,Surfer9@bmm,4884,295,6074,0,5
roused-nipper,Surfer10@bmm,4885,295,6074,3800,2
roused-nipper,Surfer11@bmm,4886,295,6074,0,5
roused-nipper,Surfer12@bmm,4887,295,6074,3800,2
roused-nipper,Surfer13@bmm,4888,295,6074,0,5
roused-nipper,Surfer14@bmm,4889,295,6074,3800,2
roused-nipper,Surfer15@bmm,4890,295,6074,0,5
roused-nipper,Surfer16@bmm,4891,295,6074,3800,2
roused-nipper,Surfer17@bmm,4892,295,6074,0,5
roused-nipper,Surfer18@bmm,4893,295,6074,3800,2
roused-nipper,Surfer19@bmm,4894,295,6074,0,5
roused-nipper,Surfer20@bmm,4895,295,6074,3800,2
roused-nipper,Surfer21@bmm,4896,295,6074,0,5
roused-nipper,Surfer22@bmm,4897,295,6074,3800,2
roused-nipper,Surfer23@bmm,4942,295,6074,0,5
roused-nipper,Surfer24@bmm,4943,295,6074,3800,2
roused-nipper,Surfer25@bmm,4953,295,6074,0,5
# final holdings -- end
# initial holdings -- begin
account,email,owner,marketplace,session,cash,Share
roused-nipper,Surfer1@bmm,4876,295,6076,0,5
roused-nipper,Surfer2@bmm,4877,295,6076,3800,2
roused-nipper,Surfer3@bmm,4878,295,6076,0,5
roused-nipper,Surfer4@bmm,4879,295,6076,3800,2
roused-nipper,Surfer5@bmm,4880,295,6076,0,5
roused-nipper,Surfer6@bmm,4881,295,6076,3800,2
roused-nipper,Surfer7@bmm,4882,295,6076,0,5
roused-nipper,Surfer8@bmm,4883,295,6076,3800,2
roused-nipper,Surfer9@bmm,4884,295,6076,0,5
roused-nipper,Surfer10@bmm,4885,295,6076,3800,2
roused-nipper,Surfer11@bmm,4886,295,6076,0,5
roused-nipper,Surfer12@bmm,4887,295,6076,3800,2
roused-nipper,Surfer13@bmm,4888,295,6076,0,5
roused-nipper,Surfer14@bmm,4889,295,6076,3800,2
roused-nipper,Surfer15@bmm,4890,295,6076,0,5
roused-nipper,Surfer16@bmm,4891,295,6076,3800,2
roused-nipper,Surfer17@bmm,4892,295,6076,0,5
roused-nipper,Surfer18@bmm,4893,295,6076,3800,2
roused-nipper,Surfer19@bmm,4894,295,6076,0,5
roused-nipper,Surfer20@bmm,4895,295,6076,3800,2
roused-nipper,Surfer21@bmm,4896,295,6076,0,5
roused-nipper,Surfer22@bmm,4897,295,6076,3800,2
roused-nipper,Surfer23@bmm,4942,295,6076,0,5
roused-nipper,Surfer24@bmm,4943,295,6076,3800,2
roused-nipper,Surfer25@bmm,4953,295,6076,0,5
# initial holdings -- end



# orders -- begin
account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
# orders -- end



# final holdings -- begin
account,email,owner,marketplace,session,cash,Share
roused-nipper,Surfer1@bmm,4876,295,6076,0,5
roused-nipper,Surfer2@bmm,4877,295,6076,3800,2
roused-nipper,Surfer3@bmm,4878,295,6076,0,5
roused-nipper,Surfer4@bmm,4879,295,6076,3800,2
roused-nipper,Surfer5@bmm,4880,295,6076,0,5
roused-nipper,Surfer6@bmm,4881,295,6076,3800,2
roused-nipper,Surfer7@bmm,4882,295,6076,0,5
roused-nipper,Surfer8@bmm,4883,295,6076,3800,2
roused-nipper,Surfer9@bmm,4884,295,6076,0,5
roused-nipper,Surfer10@bmm,4885,295,6076,3800,2
roused-nipper,Surfer11@bmm,4886,295,6076,0,5
roused-nipper,Surfer12@bmm,4887,295,6076,3800,2
roused-nipper,Surfer13@bmm,4888,295,6076,0,5
roused-nipper,Surfer14@bmm,4889,295,6076,3800,2
roused-nipper,Surfer15@bmm,4890,295,6076,0,5
roused-nipper,Surfer16@bmm,4891,295,6076,3800,2
roused-nipper,Surfer17@bmm,4892,295,6076,0,5
roused-nipper,Surfer18@bmm,4893,295,6076,3800,2
roused-nipper,Surfer19@bmm,4894,295,6076,0,5
roused-nipper,Surfer20@bmm,4895,295,6076,3800,2
roused-nipper,Surfer21@bmm,4896,295,6076,0,5
roused-nipper,Surfer22@bmm,4897,295,6076,3800,2
roused-nipper,Surfer23@bmm,4942,295,6076,0,5
roused-nipper,Surfer24@bmm,4943,295,6076,3800,2
roused-nipper,Surfer25@bmm,4953,295,6076,0,5
# final holdings -- end
# initial holdings -- begin
account,email,owner,marketplace,session,cash,Share
roused-nipper,Surfer1@bmm,4876,295,6084,0,5
roused-nipper,Surfer2@bmm,4877,295,6084,3800,2
roused-nipper,Surfer3@bmm,4878,295,6084,0,5
roused-nipper,Surfer4@bmm,4879,295,6084,3800,2
roused-nipper,Surfer5@bmm,4880,295,6084,0,5
roused-nipper,Surfer6@bmm,4881,295,6084,3800,2
roused-nipper,Surfer7@bmm,4882,295,6084,0,5
roused-nipper,Surfer8@bmm,4883,295,6084,3800,2
roused-nipper,Surfer9@bmm,4884,295,6084,0,5
roused-nipper,Surfer10@bmm,4885,295,6084,3800,2
roused-nipper,Surfer11@bmm,4886,295,6084,0,5
roused-nipper,Surfer12@bmm,4887,295,6084,3800,2
roused-nipper,Surfer13@bmm,4888,295,6084,0,5
roused-nipper,Surfer14@bmm,4889,295,6084,3800,2
roused-nipper,Surfer15@bmm,4890,295,6084,0,5
roused-nipper,Surfer16@bmm,4891,295,6084,3800,2
roused-nipper,Surfer17@bmm,4892,295,6084,0,5
roused-nipper,Surfer18@bmm,4893,295,6084,3800,2
roused-nipper,Surfer19@bmm,4894,295,6084,0,5
roused-nipper,Surfer20@bmm,4895,295,6084,3800,2
roused-nipper,Surfer21@bmm,4896,295,6084,0,5
roused-nipper,Surfer22@bmm,4897,295,6084,3800,2
roused-nipper,Surfer23@bmm,4942,295,6084,0,5
roused-nipper,Surfer24@bmm,4943,295,6084,3800,2
roused-nipper,Surfer25@bmm,4953,295,6084,0,5
# initial holdings -- end



# orders -- begin
account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
# orders -- end



# final holdings -- begin
account,email,owner,marketplace,session,cash,Share
roused-nipper,Surfer1@bmm,4876,295,6084,0,5
roused-nipper,Surfer2@bmm,4877,295,6084,3800,2
roused-nipper,Surfer3@bmm,4878,295,6084,0,5
roused-nipper,Surfer4@bmm,4879,295,6084,3800,2
roused-nipper,Surfer5@bmm,4880,295,6084,0,5
roused-nipper,Surfer6@bmm,4881,295,6084,3800,2
roused-nipper,Surfer7@bmm,4882,295,6084,0,5
roused-nipper,Surfer8@bmm,4883,295,6084,3800,2
roused-nipper,Surfer9@bmm,4884,295,6084,0,5
roused-nipper,Surfer10@bmm,4885,295,6084,3800,2
roused-nipper,Surfer11@bmm,4886,295,6084,0,5
roused-nipper,Surfer12@bmm,4887,295,6084,3800,2
roused-nipper,Surfer13@bmm,4888,295,6084,0,5
roused-nipper,Surfer14@bmm,4889,295,6084,3800,2
roused-nipper,Surfer15@bmm,4890,295,6084,0,5
roused-nipper,Surfer16@bmm,4891,295,6084,3800,2
roused-nipper,Surfer17@bmm,4892,295,6084,0,5
roused-nipper,Surfer18@bmm,4893,295,6084,3800,2
roused-nipper,Surfer19@bmm,4894,295,6084,0,5
roused-nipper,Surfer20@bmm,4895,295,6084,3800,2
roused-nipper,Surfer21@bmm,4896,295,6084,0,5
roused-nipper,Surfer22@bmm,4897,295,6084,3800,2
roused-nipper,Surfer23@bmm,4942,295,6084,0,5
roused-nipper,Surfer24@bmm,4943,295,6084,3800,2
roused-nipper,Surfer25@bmm,4953,295,6084,0,5
# final holdings -- end
# initial holdings -- begin
account,email,owner,marketplace,session,cash,Share
roused-nipper,Surfer1@bmm,4876,295,6090,0,5
roused-nipper,Surfer2@bmm,4877,295,6090,3800,2
roused-nipper,Surfer3@bmm,4878,295,6090,0,5
roused-nipper,Surfer4@bmm,4879,295,6090,3800,2
roused-nipper,Surfer5@bmm,4880,295,6090,0,5
roused-nipper,Surfer6@bmm,4881,295,6090,3800,2
roused-nipper,Surfer7@bmm,4882,295,6090,0,5
roused-nipper,Surfer8@bmm,4883,295,6090,3800,2
roused-nipper,Surfer9@bmm,4884,295,6090,0,5
roused-nipper,Surfer10@bmm,4885,295,6090,3800,2
roused-nipper,Surfer11@bmm,4886,295,6090,0,5
roused-nipper,Surfer12@bmm,4887,295,6090,3800,2
roused-nipper,Surfer13@bmm,4888,295,6090,0,5
roused-nipper,Surfer14@bmm,4889,295,6090,3800,2
roused-nipper,Surfer15@bmm,4890,295,6090,0,5
roused-nipper,Surfer16@bmm,4891,295,6090,3800,2
roused-nipper,Surfer17@bmm,4892,295,6090,0,5
roused-nipper,Surfer18@bmm,4893,295,6090,3800,2
roused-nipper,Surfer19@bmm,4894,295,6090,0,5
roused-nipper,Surfer20@bmm,4895,295,6090,3800,2
roused-nipper,Surfer21@bmm,4896,295,6090,0,5
roused-nipper,Surfer22@bmm,4897,295,6090,3800,2
roused-nipper,Surfer23@bmm,4942,295,6090,0,5
roused-nipper,Surfer24@bmm,4943,295,6090,3800,2
roused-nipper,Surfer25@bmm,4953,295,6090,0,5
# initial holdings -- end



# orders -- begin
account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
roused-nipper,Surfer9@bmm,4884,295,6090,6090,575,NULL,799762,799762,799762,799770,LIMIT,SELL,1,1050,2018-08-03T00:53:50.904,2018-08-03T00:54:37.888
roused-nipper,Surfer14@bmm,4889,295,6090,6090,575,NULL,799764,799764,799764,799791,LIMIT,BUY,3,860,2018-08-03T00:54:08.897,2018-08-03T00:55:47.374
roused-nipper,Surfer9@bmm,4884,295,6090,6090,575,NULL,799765,799765,799765,799774,LIMIT,SELL,1,1010,2018-08-03T00:54:18.428,2018-08-03T00:55:07.350
roused-nipper,Surfer13@bmm,4888,295,6090,6090,575,NULL,799768,799768,799768,799789,LIMIT,SELL,1,1000,2018-08-03T00:54:31.797,2018-08-03T00:55:42.394
roused-nipper,Surfer9@bmm,4884,295,6090,6090,575,NULL,799769,799769,799769,799777,LIMIT,SELL,1,990,2018-08-03T00:54:36.449,2018-08-03T00:55:12.590
roused-nipper,Surfer9@bmm,4884,295,6090,6090,575,NULL,799770,799762,799762,799762,CANCEL,SELL,1,1050,2018-08-03T00:54:37.853,2018-08-03T00:54:37.888
roused-nipper,Surfer3@bmm,4878,295,6090,6090,575,NULL,799771,799771,799771,799779,LIMIT,SELL,1,950,2018-08-03T00:54:54.206,2018-08-03T00:55:17.821
roused-nipper,Surfer7@bmm,4882,295,6090,6090,575,NULL,799772,799772,799772,799778,LIMIT,SELL,1,940,2018-08-03T00:54:59.276,2018-08-03T00:55:13.765
roused-nipper,Surfer9@bmm,4884,295,6090,6090,575,NULL,799773,799773,799773,799776,LIMIT,SELL,1,930,2018-08-03T00:55:04.555,2018-08-03T00:55:08.542
roused-nipper,Surfer9@bmm,4884,295,6090,6090,575,NULL,799774,799765,799765,799765,CANCEL,SELL,1,1010,2018-08-03T00:55:07.332,2018-08-03T00:55:07.341
roused-nipper,Surfer16@bmm,4891,295,6090,6090,575,NULL,799775,799775,799775,0,LIMIT,BUY,1,940,2018-08-03T00:55:08.493,2018-08-03T00:55:08.541
roused-nipper,Surfer16@bmm,4891,295,6090,6090,575,NULL,799776,799775,799775,799773,LIMIT,BUY,1,930,2018-08-03T00:55:08.521,2018-08-03T00:55:08.542
roused-nipper,Surfer9@bmm,4884,295,6090,6090,575,NULL,799777,799769,799769,799769,CANCEL,SELL,1,990,2018-08-03T00:55:12.581,2018-08-03T00:55:12.590
roused-nipper,Surfer2@bmm,4877,295,6090,6090,575,NULL,799778,799778,799778,799772,LIMIT,BUY,1,940,2018-08-03T00:55:13.741,2018-08-03T00:55:13.764
roused-nipper,Surfer2@bmm,4877,295,6090,6090,575,NULL,799779,799779,799779,799771,LIMIT,BUY,1,950,2018-08-03T00:55:17.804,2018-08-03T00:55:17.821
roused-nipper,Surfer7@bmm,4882,295,6090,6090,575,NULL,799780,799780,799780,799827,LIMIT,BUY,1,920,2018-08-03T00:55:22.697,2018-08-03T00:57:16.537
roused-nipper,Surfer16@bmm,4891,295,6090,6090,575,NULL,799782,799782,799782,799812,LIMIT,SELL,1,980,2018-08-03T00:55:27.216,2018-08-03T00:56:38.598
roused-nipper,Surfer9@bmm,4884,295,6090,6090,575,NULL,799783,799783,799783,799872,LIMIT,BUY,1,890,2018-08-03T00:55:28.605,2018-08-03T00:59:13.178
roused-nipper,Surfer17@bmm,4892,295,6090,6090,575,NULL,799784,799784,799784,799785,LIMIT,SELL,1,950,2018-08-03T00:55:31.163,2018-08-03T00:55:34.426
roused-nipper,Surfer2@bmm,4877,295,6090,6090,575,NULL,799785,799785,799785,799784,LIMIT,BUY,1,950,2018-08-03T00:55:34.412,2018-08-03T00:55:34.425
roused-nipper,Surfer9@bmm,4884,295,6090,6090,575,NULL,799786,799786,799786,799792,LIMIT,SELL,1,950,2018-08-03T00:55:38.113,2018-08-03T00:55:50.299
roused-nipper,Surfer13@bmm,4888,295,6090,6090,575,NULL,799787,799787,799787,799795,LIMIT,SELL,1,970,2018-08-03T00:55:39.149,2018-08-03T00:56:01.939
roused-nipper,Surfer3@bmm,4878,295,6090,6090,575,NULL,799788,799788,799788,799885,LIMIT,BUY,1,900,2018-08-03T00:55:39.293,2018-08-03T00:59:39.692
roused-nipper,Surfer13@bmm,4888,295,6090,6090,575,NULL,799789,799768,799768,799768,CANCEL,SELL,1,1000,2018-08-03T00:55:42.363,2018-08-03T00:55:42.394
roused-nipper,Surfer17@bmm,4892,295,6090,6090,575,NULL,799790,799790,799790,799793,LIMIT,SELL,1,960,2018-08-03T00:55:42.894,2018-08-03T00:55:56.672
roused-nipper,Surfer14@bmm,4889,295,6090,6090,575,NULL,799791,799764,799764,799764,CANCEL,BUY,3,860,2018-08-03T00:55:47.348,2018-08-03T00:55:47.374
roused-nipper,Surfer6@bmm,4881,295,6090,6090,575,NULL,799792,799792,799792,799786,LIMIT,BUY,1,950,2018-08-03T00:55:50.267,2018-08-03T00:55:50.293
roused-nipper,Surfer6@bmm,4881,295,6090,6090,575,NULL,799793,799793,799793,799790,LIMIT,BUY,1,960,2018-08-03T00:55:56.657,2018-08-03T00:55:56.672
roused-nipper,Surfer10@bmm,4885,295,6090,6090,575,NULL,799794,799794,799794,799797,LIMIT,BUY,1,960,2018-08-03T00:56:01.316,2018-08-03T00:56:16.178
roused-nipper,Surfer6@bmm,4881,295,6090,6090,575,NULL,799795,799795,799795,799787,LIMIT,BUY,1,970,2018-08-03T00:56:01.922,2018-08-03T00:56:01.939
roused-nipper,Surfer14@bmm,4889,295,6090,6090,575,NULL,799796,799796,799796,799915,LIMIT,BUY,1,920,2018-08-03T00:56:06.045,2018-08-03T01:02:41.503
roused-nipper,Surfer10@bmm,4885,295,6090,6090,575,NULL,799797,799794,799794,799794,CANCEL,BUY,1,960,2018-08-03T00:56:16.154,2018-08-03T00:56:16.178
roused-nipper,Surfer17@bmm,4892,295,6090,6090,575,NULL,799798,799798,799798,799834,LIMIT,BUY,1,940,2018-08-03T00:56:16.636,2018-08-03T00:57:56.625
roused-nipper,Surfer9@bmm,4884,295,6090,6090,575,NULL,799799,799799,799799,799824,LIMIT,SELL,1,970,2018-08-03T00:56:18.359,2018-08-03T00:57:03.107
roused-nipper,Surfer3@bmm,4878,295,6090,6090,575,NULL,799800,799800,799800,799802,LIMIT,SELL,1,950,2018-08-03T00:56:22.149,2018-08-03T00:56:22.488
roused-nipper,Surfer4@bmm,4879,295,6090,6090,575,NULL,799801,799801,799801,0,LIMIT,BUY,1,970,2018-08-03T00:56:22.284,2018-08-03T00:56:22.488
roused-nipper,Surfer4@bmm,4879,295,6090,6090,575,NULL,799802,799801,799801,799800,LIMIT,BUY,1,950,2018-08-03T00:56:22.417,2018-08-03T00:56:22.489
roused-nipper,Surfer14@bmm,4889,295,6090,6090,575,NULL,799803,799803,799803,0,LIMIT,SELL,2,970,2018-08-03T00:56:22.563,2018-08-03T00:58:17.283
roused-nipper,Surfer11@bmm,4886,295,6090,6090,575,NULL,799805,799805,799805,799837,LIMIT,SELL,1,980,2018-08-03T00:56:27.472,2018-08-03T00:58:01.615
roused-nipper,Surfer17@bmm,4892,295,6090,6090,575,NULL,799807,799807,799807,799822,LIMIT,BUY,1,940,2018-08-03T00:56:32.876,2018-08-03T00:56:54.345
roused-nipper,Surfer2@bmm,4877,295,6090,6090,575,NULL,799808,799808,799808,799810,LIMIT,BUY,1,960,2018-08-03T00:56:32.916,2018-08-03T00:56:34.434
roused-nipper,Surfer10@bmm,4885,295,6090,6090,575,NULL,799809,799809,799809,799823,LIMIT,BUY,1,890,2018-08-03T00:56:32.991,2018-08-03T00:56:56.351
roused-nipper,Surfer13@bmm,4888,295,6090,6090,575,NULL,799810,799810,799810,799808,LIMIT,SELL,1,960,2018-08-03T00:56:34.400,2018-08-03T00:56:34.433
roused-nipper,Surfer16@bmm,4891,295,6090,6090,575,NULL,799812,799782,799782,799782,CANCEL,SELL,1,980,2018-08-03T00:56:38.583,2018-08-03T00:56:38.597
roused-nipper,Surfer16@bmm,4891,295,6090,6090,575,NULL,799813,799813,799813,799820,LIMIT,SELL,1,960,2018-08-03T00:56:43.978,2018-08-03T00:56:53.909
roused-nipper,Surfer13@bmm,4888,295,6090,6090,575,NULL,799814,799814,799814,799821,LIMIT,SELL,1,960,2018-08-03T00:56:46.044,2018-08-03T00:56:53.910
roused-nipper,Surfer14@bmm,4889,295,6090,6090,575,NULL,799816,799816,799816,799909,LIMIT,BUY,1,920,2018-08-03T00:56:49.331,2018-08-03T01:02:14.572
roused-nipper,Surfer14@bmm,4889,295,6090,6090,575,NULL,799817,799817,799817,799910,LIMIT,BUY,1,930,2018-08-03T00:56:52.995,2018-08-03T01:02:17.416
roused-nipper,Surfer12@bmm,4887,295,6090,6090,575,NULL,799818,799818,799818,799874,LIMIT,SELL,1,1020,2018-08-03T00:56:53.157,2018-08-03T00:59:19.144
roused-nipper,Surfer4@bmm,4879,295,6090,6090,575,NULL,799819,799819,799819,0,LIMIT,BUY,2,960,2018-08-03T00:56:53.845,2018-08-03T00:56:53.909
roused-nipper,Surfer4@bmm,4879,295,6090,6090,575,NULL,799820,799819,799819,799813,LIMIT,BUY,1,960,2018-08-03T00:56:53.864,2018-08-03T00:56:53.910
roused-nipper,Surfer4@bmm,4879,295,6090,6090,575,NULL,799821,799819,799819,799814,LIMIT,BUY,1,960,2018-08-03T00:56:53.884,2018-08-03T00:56:53.910
roused-nipper,Surfer17@bmm,4892,295,6090,6090,575,NULL,799822,799807,799807,799807,CANCEL,BUY,1,940,2018-08-03T00:56:54.324,2018-08-03T00:56:54.345
roused-nipper,Surfer10@bmm,4885,295,6090,6090,575,NULL,799823,799809,799809,799809,CANCEL,BUY,1,890,2018-08-03T00:56:56.312,2018-08-03T00:56:56.350
roused-nipper,Surfer10@bmm,4885,295,6090,6090,575,NULL,799824,799824,799824,799799,LIMIT,BUY,1,970,2018-08-03T00:57:03.041,2018-08-03T00:57:03.106
roused-nipper,Surfer12@bmm,4887,295,6090,6090,575,NULL,799825,799825,799825,NULL,LIMIT,BUY,1,900,2018-08-03T00:57:04.076,2018-08-03T00:57:04.097
roused-nipper,Surfer7@bmm,4882,295,6090,6090,575,NULL,799827,799780,799780,799780,CANCEL,BUY,1,920,2018-08-03T00:57:16.510,2018-08-03T00:57:16.537
roused-nipper,Surfer7@bmm,4882,295,6090,6090,575,NULL,799828,799828,799828,799843,LIMIT,BUY,1,940,2018-08-03T00:57:20.430,2018-08-03T00:58:09.733
roused-nipper,Surfer2@bmm,4877,295,6090,6090,575,NULL,799829,799829,799829,799926,LIMIT,SELL,1,980,2018-08-03T00:57:21.578,2018-08-03T01:03:31.832
roused-nipper,Surfer3@bmm,4878,295,6090,6090,575,NULL,799830,799830,799830,799831,LIMIT,BUY,1,910,2018-08-03T00:57:39.024,2018-08-03T00:57:43.181
roused-nipper,Surfer3@bmm,4878,295,6090,6090,575,NULL,799831,799830,799830,799830,CANCEL,BUY,1,910,2018-08-03T00:57:43.154,2018-08-03T00:57:43.180
roused-nipper,Surfer17@bmm,4892,295,6090,6090,575,NULL,799832,799832,799832,799838,LIMIT,BUY,1,940,2018-08-03T00:57:46.206,2018-08-03T00:58:03.430
roused-nipper,Surfer3@bmm,4878,295,6090,6090,575,NULL,799833,799833,799833,0,LIMIT,SELL,1,930,2018-08-03T00:57:56.597,2018-08-03T00:57:56.624
roused-nipper,Surfer3@bmm,4878,295,6090,6090,575,NULL,799834,799833,799833,799798,LIMIT,SELL,1,940,2018-08-03T00:57:56.614,2018-08-03T00:57:56.625
roused-nipper,Surfer7@bmm,4882,295,6090,6090,575,NULL,799836,799836,799836,799840,LIMIT,SELL,1,960,2018-08-03T00:58:01.110,2018-08-03T00:58:03.747
roused-nipper,Surfer11@bmm,4886,295,6090,6090,575,NULL,799837,799805,799805,799805,CANCEL,SELL,1,980,2018-08-03T00:58:01.594,2018-08-03T00:58:01.615
roused-nipper,Surfer17@bmm,4892,295,6090,6090,575,NULL,799838,799832,799832,799832,CANCEL,BUY,1,940,2018-08-03T00:58:03.390,2018-08-03T00:58:03.430
roused-nipper,Surfer10@bmm,4885,295,6090,6090,575,NULL,799839,799839,799839,0,LIMIT,BUY,1,970,2018-08-03T00:58:03.638,2018-08-03T00:58:03.746
roused-nipper,Surfer10@bmm,4885,295,6090,6090,575,NULL,799840,799839,799839,799836,LIMIT,BUY,1,960,2018-08-03T00:58:03.728,2018-08-03T00:58:03.748
roused-nipper,Surfer17@bmm,4892,295,6090,6090,575,NULL,799841,799841,799841,799863,LIMIT,BUY,1,940,2018-08-03T00:58:04.219,2018-08-03T00:58:48.044
roused-nipper,Surfer12@bmm,4887,295,6090,6090,575,NULL,799842,799842,799842,799869,LIMIT,BUY,1,890,2018-08-03T00:58:05.431,2018-08-03T00:59:06.872
roused-nipper,Surfer3@bmm,4878,295,6090,6090,575,NULL,799843,799843,799843,799828,LIMIT,SELL,1,940,2018-08-03T00:58:09.718,2018-08-03T00:58:09.733
roused-nipper,Surfer11@bmm,4886,295,6090,6090,575,NULL,799844,799844,799844,799854,LIMIT,SELL,1,990,2018-08-03T00:58:13.757,2018-08-03T00:58:29.071
